,symptoms,treatments,drugs,bodyparts
63,"['gonorrhea', 'geroderma osteodysplastica', 'blind vision', 'malignant hyperpyrexia due to anesthesia', 'carpal tunnel syndrome', 'influenza', 'wolf-hirschhorn syndrome', 'skin diseases, viral', 'disease', 'coughing', 'asthenia']","['modest-temperature hyperthermia', 'induced abortion (procedure)', 'doxorubicin/fluorouracil/mitomycin/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'calming', 'water running']",[],"['entire head', 'respiratory diaphragm', 'limb structure', 'hand', 'eye', 'lip structure', 'entire face']"
64,"['gonorrhea', 'geroderma osteodysplastica', 'multi-infarct dementia', ""little's disease"", 'short stature, idiopathic, x-linked', 'influenza', 'immunoglobulin a deficiency (disorder)', 'disease', 'ache', 'body pain', 'vague ill health', 'chest tightness', 'nausea', 'flare', 'malaise', 'back symptoms/complaints', 'chills', 'dyspnea']","['quarantine', 'universal precautions', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'toilet procedure', 'bleomycin/methotrexate/vincristine protocol', 'exercise pain management']",[],[]
65,"['gigantism', 'poliomyelitis', 'carpal tunnel syndrome', 'influenza', 'short stature, idiopathic, x-linked', 'liver abscess, amebic', 'measles', 'acute gastroenteritis', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', 'infantile neuroaxonal dystrophy', 'sexually transmitted diseases', 'idiopathic multicentric osteolyses', 'multiple epiphyseal dysplasia', 'lung diseases, obstructive', 'gray platelet syndrome', 'disease', 'mass of body region', 'coughing', 'asthenia', 'sighing respiration', 'clouded consciousness', 'exhaustion']","['modest-temperature hyperthermia', 'immobilization', 'injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'bleomycin/methotrexate/vincristine protocol', 'vaccination', 'release (procedure)', 'procedures involving the use of pharmaceuticals', 'discussion (procedure)', 'orthokeratology']",[],"['superior olivary complex', 'entire putamen', 'hand', 'blood vessel', 'bony process']"
66,"['gonorrhea', 'geroderma osteodysplastica', 'idiopathic multicentric osteolyses', 'hearing disability', 'influenza', 'lung diseases, obstructive', 'acute gastroenteritis', 'myocardial ischemia', 'coronavirus infections', 'gray platelet syndrome', 'seizures']","['immobilization', 'surgical procedures, minimally invasive', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'discussion (procedure)', 'demand (clinical)']",[],"['hand', 'common carotid artery', 'entire face', 'downy hair', 'foot']"
67,"['stomatocytosis i', 'gonorrhea', 'geroderma osteodysplastica', 'heart problem']","['treated with', 'injection of therapeutic agent', 'therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'allergy shot']",[],"['heart', 'hand', 'structure of supraoptic nucleus', 'entire breast']"
68,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', 'carpal tunnel syndrome', 'common cold', 'influenza', 'lung diseases, obstructive', 'chronic obstructive airway disease', 'coronavirus infections', 'signs and symptoms', 'coughing']","['modest-temperature hyperthermia', 'anterior decompression of shoulder joint', 'induced abortion (procedure)', 'fixation - action', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'reminding', 'direct method', 'exercise pain management', 'division (surgical procedure)', 'orthokeratology']",[],"['respiratory diaphragm', 'entire putamen', 'hand', 'common carotid artery', 'entire face', 'lung']"
69,"['allergic disposition', 'fish-eye disease', 'short stature, idiopathic, x-linked', 'lung diseases, obstructive', 'coronavirus infections', 'catch - finding of sensory dimension of pain']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['respiratory diaphragm', 'breast', 'entire lacteal', 'nipples']"
70,"['gonorrhea', 'allergic disposition', 'pharyngitis', 'excessive tearing', 'rhinorrhea', 'feeling of lump in throat', 'sore throat', 'dry cough', 'coughing', 'pain']",['therapeutic tactile stimulation'],[],"['structure of wisdom tooth', 'entire throat (surface region of neck)', 'entire neck']"
71,"['episodic ataxia type 1', 'pelvic organ prolapse', 'infections, hospital', 'mrsa - methicillin resistant staphylococcus aureus infection', 'sudden infant death syndrome', 'short stature, idiopathic, x-linked', 'ulnar-mammary syndrome', 'premature chromatid separation trait', 'skin lesion', 'coronavirus infections', 'acute gastroenteritis', 'myopic astigmatism', 'cor pulmonale', 'progressive encephalomyelitis with rigidity', 'microbial disease', 'paramyotonia congenita (disorder)', 'gonorrhea', 'geroderma osteodysplastica', 'multiple epiphyseal dysplasia', 'stuve-wiedemann syndrome', 'reflex sympathetic dystrophy', 'staphylococcus aureus infection', 'dwarfism', 'dental caries', 'skin damage', 'vomiting', 'pain, postoperative', 'visual halos (disorder)', 'coughing']","['treated with', 'disinfection', 'administration procedure', 'cytotoxic chemotherapy', 'excision of axillary lymph nodes', 'presence', 'procedures involving the use of pharmaceuticals', 'destructive procedure (surgical)', 'cardiac lead procedure', 'therapeutic tactile stimulation', 'adoptive immunotherapy', 'toilet procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'release (procedure)', 'therapeutic radiology procedure', 'demand (clinical)']",[],"['preoptic areas', 'entire putamen', 'hand', 'eye', 'entire face', 'anatomical layer', 'entire upper limb', 'nose', 'medulla oblongata', 'common carotid artery', 'bony process', 'animal coat', 'foot']"
72,"['gonorrhea', 'geroderma osteodysplastica', 'influenza', 'altered sensation of skin']",['induced abortion (procedure)'],[],"['entire putamen', 'entire throat (surface region of neck)', 'eye', 'nose']"
73,"[""little's disease"", 'respiratory distress syndrome, adult']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'suction drainage']",[],"['chamber', 'lung']"
74,"['communicable diseases', 'chronic otitis media', 'testicular regression syndrome', 'juvenile-onset still disease', 'coronavirus infections']","['physical therapy', 'therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'exercise pain management']",[],"['hand', 'nose']"
75,"['gonorrhea', 'geroderma osteodysplastica', 'pharyngitis', 'chronic articular rheumatism', 'diarrhea', 'nausea', 'sore throat', 'coughing', 'dyspnea']","['quarantine', 'yoga', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'exercise pain management', 'tonsillectomy and adenoidectomy']",[],[]
76,"['heartburn', 'heartburn acidity']","['osteogenesis, distraction']",[],['common carotid artery']
77,"['male pseudohermaphroditism', ""little's disease"", 'coughing']",['directly observed therapy'],[],"['entire lung', 'foot']"
78,"['gonorrhea', 'geroderma osteodysplastica', 'obesity', 'shock symptoms', 'heart diseases', 'sexually transmitted diseases', 'communicable diseases', 'influenza', 'lung diseases, obstructive', 'wolf-hirschhorn syndrome', 'triglyceride storage disease with ichthyosis', 'gray platelet syndrome', 'flatulence', 'gasping for breath', 'rhinorrhea', 'catch - finding of sensory dimension of pain', 'coughing', 'flushing']","['modest-temperature hyperthermia', '5 minutes office visit', 'nursing therapy', 'therapeutic tactile stimulation', 'bathing', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'toilet procedure', 'release (procedure)', 'therapeutic procedure', 'disorder control (procedure)', 'insertion of pack (procedure)']",[],"['entire head', 'structure of retinal pigment epithelium', 'entire putamen', 'hand', 'blood vessel', 'entire face', 'lung', 'foot']"
79,"['gonorrhea', 'geroderma osteodysplastica', 'exanthema', 'vasculitis', 'testicular regression syndrome', 'lupus erythematosus, discoid', 'skin lesion', 'coronavirus infections', 'edema of foot (finding)']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['toes', 'immune system part', 'other body part', 'entire blood vessel', 'skin structure of foot', 'common carotid artery', 'brain', 'foot', 'skin structure of toe']"
80,"['gonorrhea', 'geroderma osteodysplastica', 'wilson-turner x-linked mental retardation syndrome', 'pelvic organ prolapse', 'myelitis, acute transverse', 'van der woude syndrome', ""little's disease"", 'anemia, diamond-blackfan', 'lung diseases, obstructive', 'cancer-associated retinopathy', 'autoinflammation, lipodystrophy, and dermatosis syndrome', 'coronavirus infections', 'neonatal jaundice', 'pain, postoperative', 'gastrointestinal gas', 'pain']","['transjugular intrahepatic portosystemic shunt procedure', 'the science and art of healing', 'single embryo transfer', 'incision and drainage', 'bleomycin/methotrexate/vincristine protocol', 'allergy shot', 'osteogenesis, distraction', 'cardiac lead procedure', 'obstetric delivery', 'balanced diet', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'vaccination', 'exercise pain management']",[],"['superior olivary complex', 'respiratory diaphragm', 'heart', 'hand', 'eye', 'hair', 'entire ear', 'entire face', 'lung', 'trunk of elephant', 'skeletal bone', 'nose', 'beak', 'structure of putamen', 'common carotid artery', 'downy hair']"
81,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', 'pharyngitis', 'exanthema', 'chronic otitis media', 'acute contagious conjunctivitis', 'coronavirus infections', 'disease', 'actual inability to taste', 'anosmia', 'diarrhea', 'sore throat', 'dizziness', 'myalgia', 'headache', 'tremor', 'lightheadedness', 'chills']","['modest-temperature hyperthermia', 'incision and drainage', 'release (procedure)', 'cardiac lead procedure']",[],['toes']
82,"['infectious disease of lung', 'severe acute respiratory syndrome', 'dysosteosclerosis', 'pneumonia', 'hemorrhagic fevers, viral', 'multiple epiphyseal dysplasia', 'chronic articular rheumatism', 'premature chromatid separation trait', 'coronavirus infections']","['modest-temperature hyperthermia', 'placebos', 'peritoneal dialysate (treatment)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'surgical shortening - action', 'procedures involving the use of pharmaceuticals', 'therapeutic procedure']",[],"['hand', 'common carotid artery', 'bony process', 'lung', 'anatomical layer']"
83,"['chronic otitis media', 'gray platelet syndrome']",['modest-temperature hyperthermia'],[],[]
84,"['cerebrovascular accident', 'blind vision', 'poliomyelitis', 'fish-eye disease', 'influenza', 'testicular regression syndrome', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', 'hypersensitivity disease', 'mammary-digital-nail syndrome', 'acquired immunodeficiency syndrome', 'dandy-walker malformation with mental retardation, basal ganglia disease, and seizures', 'reflex sympathetic dystrophy', 'prieto x-linked mental retardation syndrome', 'gray platelet syndrome', 'anosmia']","['placebos', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'excision of axillary lymph nodes', 'procedures involving the use of pharmaceuticals', 'orthokeratology', 'osteogenesis, distraction']",[],"['heart', 'entire putamen', 'common carotid artery', 'entire upper limb']"
85,"[""little's disease"", 'respiratory tract infections', 'comatose', 'acute pneumonia', 'disease']","['treated with', 'elevation procedure']",[],"['entire head', 'structure of putamen', 'upper body structure', 'stomach', 'lung']"
86,"['communicable diseases', 'sexually transmitted diseases', 'chickenpox', 'acute gastroenteritis', 'virus diseases', 'malaise']","['treated with', 'surgical and medical procedures', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'cardiac lead procedure']",[],[]
87,"['foramen ovale, patent', 'pneumonia', 'comatose', 'respiratory distress syndrome, adult', 'lung diseases', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', 'severe acute respiratory syndrome', 'altitude sickness', 'infarction of spinal cord', 'short stature, onychodysplasia, facial dysmorphism, and hypotrichosis syndrome', 'acute infectious lymphocytosis', 'signs and symptoms', 'muscular stiffness']","['treated with', 'extracorporeal membrane oxygenation', 'nursing therapy', 'induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'cardiopulmonary bypass', 'liquid ventilation', 'therapeutic procedure', 'osteogenesis, distraction', 'destructive procedure (surgical)']",[],"['respiratory diaphragm', 'heart', 'anus', 'hand', 'structure of putamen', 'entire finger', 'blood vessel', 'lung', 'entire breast']"
88,"['allergic disposition', 'common cold', 'influenza', 'premature chromatid separation trait', 'virus diseases', 'disease', 'anosmia', 'coughing', 'chills', 'dyspnea']","['group reassurance', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
89,"['communicable diseases', 'plague, septicemic', 'plague', 'short stature, idiopathic, x-linked', 'marinesco-sjogren syndrome', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', 'balkan nephropathy', 'infantile neuroaxonal dystrophy', 'anus diseases', 'acquired immunodeficiency syndrome', 'chronic otitis media', 'refractive errors', 'disease', 'gastrointestinal gas']","['ligamentous articular strain technique', 'adoptive immunotherapy', 'bathing', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', 'excision', 'direct method', 'exercise pain management']",[],"['medial amygdalar nucleus', 'brain', 'downy hair']"
90,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', 'short stature, idiopathic, x-linked', 'influenza', 'coronavirus infections', 'acute infectious lymphocytosis', 'catch - finding of sensory dimension of pain', 'asthenia', 'clouded consciousness']","['chemotherapy regimen', 'current therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'cancer therapeutic procedure', 'therapeutic procedure']",[],"['structure of putamen', 'liver', 'blood vessel', 'both kidneys', 'entire face', 'lung']"
91,"['cerebrovascular accident', 'vascular diseases', 'acute gastroenteritis', 'coronavirus infections']",[],[],"['blood vessel', 'body organ structure']"
92,"['agenesis of corpus callosum', 'carpal tunnel syndrome', 'influenza', 'cardiac arrest', 'pyotraumatic dermatitis', 'gonorrhea', 'geroderma osteodysplastica', 'axenfeld-rieger syndrome', 'infantile neuroaxonal dystrophy', 'malignant hyperpyrexia due to anesthesia', ""little's disease"", 'lung diseases, obstructive', 'disease', 'gastrointestinal gas', 'nervousness', 'clouded consciousness']","['the science and art of healing', 'induced abortion (procedure)', 'quarantine', 'incision and drainage', 'bleomycin/methotrexate/vincristine protocol', 'etoposide/ifosfamide/mesna/mitoxantrone', 'calming', 'removal by grinding', 'osteogenesis, distraction', 'procedures involving the use of pharmaceuticals', '5 minutes office visit', 'meditation therapy', 'therapeutic tactile stimulation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'release (procedure)', 'exercise pain management', 'therapeutic procedure']",[],"['heart', 'hand', 'anus', 'structure of putamen', 'entire appendix', 'entire face']"
